meeting_number$meeting_date$topic$location$lobbyist_id$lobbyist_name$representative_name$directorate_name$role
13$2022-01-19$Waste and Packaging$Video meeting$0001976677-12$The European Organisation for Packaging and the Environment$florika fink-hooijer$DG ENV — Directorate-General for Environment$direttore generale
14$2021-10-06$EUROPEN would like to share concerns on: 1) Proliferation of national measures on packaging 2) Revision of the Packaging and Packaging Waste Directive (lead: DG ENV) 3) A single market for Secondary Raw Materials$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$kerstin jorna$DG GROW — Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs$direttore generale
15$2018-07-11$discussion on Single Use Plastics proposal$Brussels, BERL$0001976677-12$The European Organisation for Packaging and the Environment$Helena Braun$$
16$2018-03-07$discussion on the implementation of the Plastic Strategy$Brussels, BERL$0001976677-12$The European Organisation for Packaging and the Environment$Helena Braun$$
17$2017-11-08$Circular Economy$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Aurore Maillet$$
18$2017-05-02$packaging and packaging waste$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Aurore Maillet$$
19$2017-05-02$packaging and packaging waste$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Aurore Maillet$$
20$2017-05-02$Packaging and Packaging Waste Directive$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Grzegorz Radziejewski$$
21$2016-05-27$Circular Economy$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Grzegorz Radziejewski$$
22$2016-05-27$Circular Economy$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Aurore Maillet$$
23$2016-02-17$Circular Economy$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Aurore Maillet$$
24$2015-04-14$Circular Economy$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Heidi Jern$$
25$2015-02-27$Circular Economy$BERL$0001976677-12$The European Organisation for Packaging and the Environment$Rolf Carsten Bermig$$
26$2015-02-27$Introductory meeting$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Rolf Carsten Bermig$$
27$2015-02-27$Circular Economy$Brussels$0001976677-12$The European Organisation for Packaging and the Environment$Aurore Maillet$$
28$2015-02-27$Circular Economy$BERL 12/243$0001976677-12$The European Organisation for Packaging and the Environment$Sarah Nelen$$
1$2023-09-15$Meeting to discuss the revision of the pharmaceutical legislation$online/video conference$00086317186-42$Pharmaceutical Group of the European Union$Karolina Herbout- Borczak$$
2$2022-04-06$Meeting with European health professionals’ and paediatric associations to discuss COVID-19 vaccination of adolescents and children$Live$00086317186-42$Pharmaceutical Group of the European Union$Stella Kyriakides$$
3$2021-06-16$Supply chains for medicines$online$00086317186-42$Pharmaceutical Group of the European Union$Margaritis Schinas$$
4$2021-06-07$VTC meeting - Access to Medicines$Brussels$00086317186-42$Pharmaceutical Group of the European Union$Stella Kyriakides$$
5$2021-02-16$Pact for Skills roundtable with the representatives of the health sector$Videoconference$00086317186-42$Pharmaceutical Group of the European Union$Thierry BRETON$INTERNAL MARKET$commissario
6$2020-09-30$Call with pharmaceutical and medical device supply Chain on COVID- 19$Online$00086317186-42$Pharmaceutical Group of the European Union$Karolina Herbout- Borczak$$
7$2020-07-02$VC meeting: Exchange of views on the forthcoming Pharmaceutical Strategy$Brussels$00086317186-42$Pharmaceutical Group of the European Union$Stella Kyriakides$$
8$2019-04-10$Current and future EU health priorities as well as the role of communitypharmacists in ensuring quality of care and patient safety, improving public health and guaranteeing access to medicines and healthcare services$Brussels$00086317186-42$Pharmaceutical Group of the European Union$anne bucher$DG SANTE — Directorate-General for Health and Food Safety$direttore generale
9$2018-05-03$HTA$Brussels$00086317186-42$Pharmaceutical Group of the European Union$vytenis andriukaitis$Health and Food Safety$commissario
10$2017-12-12$Health priorities of 2018$Brussels, Belgium$00086317186-42$Pharmaceutical Group of the European Union$Arunas Vinciunas$$
11$2017-10-10$Discussion on eHealth and Vaccination$Brussels$00086317186-42$Pharmaceutical Group of the European Union$xavier prats monne$DG SANTE — DIRECTORATE-GENERAL FOR HEALTH AND FOOD SAFETY$direttore generale
12$2016-03-14$DG SANTE priorities on AMR and medicines storages$Brussels$00086317186-42$Pharmaceutical Group of the European Union$xavier prats monne$DG SANTE — DIRECTORATE-GENERAL FOR HEALTH AND FOOD SAFETY$direttore generale
1$2023-01-20$U.S.-EU Task Force: Best practices in Energy Savings and Flexibility Other participants: Cleantech-Cluster Energy, ELVIA, EU DSO Entity, California Energy Commission, ASE, AEE, ComEd, Octopus Energy, OPower, Uplight$videoconference$00098856602-24$GEODE - The voice of local energy distributors across Europe$Ditte Juul Jørgensen$$
2$2021-11-22$Videoconference - Energy Taxation Directive in Fit for 55 package$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$gerassimos thomas$DG TAXUD — Directorate-General for Taxation and Customs Union$direttore generale
3$2021-05-17$How local DSOs enable the energy transition Role of gas DSOs Implementation of CEP EU DSO Entity EU Recovery Facility – Next Generation$Video Conferencing$00098856602-24$GEODE - The voice of local energy distributors across Europe$Thor-Sten Vertmann$$
4$2020-01-27$Decentralized energy systems, establishment of EU DSO entity$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Kadri Simson$$
5$2018-06-19$Clean energy package and role of DSOs$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Maria Cristina Lobillo Borrero$$
6$2018-04-17$Clean Energy Package and DSO (workshop organised by GEODE /ASEME)$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Maria Cristina Lobillo Borrero$$
7$2017-04-04$"Clean Energy for All Europeans” package$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Maria Cristina Lobillo Borrero$$
8$2017-04-04$Market design$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Joachim Balke$$
9$2016-10-26$Electricity Market Design$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Maria Cristina Lobillo Borrero$$
10$2016-03-17$Electricity Market Design$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Maria Cristina Lobillo Borrero$$
11$2016-02-18$Market design$Brussels, Belgium$00098856602-24$GEODE - The voice of local energy distributors across Europe$miguel arias canete$Climate Action and Energy$commissario
12$2015-03-16$Energy Union$Brussels$00098856602-24$GEODE - The voice of local energy distributors across Europe$Juraj Nociar$$
13$2015-02-04$Priorities for this year on both ENERGY and CLIMAT ACTION$Brussels, Belgium$00098856602-24$GEODE - The voice of local energy distributors across Europe$Maria Cristina Lobillo Borrero$$
14$2014-12-11$Introducing GEODE and future collaboration$Brussels, Belgium$00098856602-24$GEODE - The voice of local energy distributors across Europe$Joachim Balke$$
1$2021-06-24$Discussions on the implementation of the chemicals strategy for sustainability.$Videoconference$001245815997-85$Center for International Environmental Law$Thierry BRETON$INTERNAL MARKET$commissario
2$2021-05-05$Implementation of the chemicals strategy for sustainability$Videoconference$001245815997-85$Center for International Environmental Law$Thierry BRETON$INTERNAL MARKET$commissario
3$2020-07-23$To discuss the Chemicals Strategy for Sustainability, especially with relation with endocrine disruptors.$Virtual$001245815997-85$Center for International Environmental Law$Rozalina Petrova$$
4$2020-06-16$European Green Deal, new circular economy action plan and the circular plastics economy$Brussels - videoconference$001245815997-85$Center for International Environmental Law$frans timmermans$EUROPEAN GREEN DEAL, AND COMMISSIONER FOR CLIMATE ACTION POLICY$commissario
5$2018-10-18$discussion on Plastics Strategy$Brussels, BERL$001245815997-85$Center for International Environmental Law$Helena Braun$$
1$2023-09-18$Sustainability and competitiveness of the European home appliances industry$Bruxelles$001373249269-75$ARÇELİK A.Ş.$Paolo GENTILONI$commissioner ECONOMY$commissario
1$2025-01-30$Annual Rule of Law Cycle – single market dimension$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Florian Heinrich Geyer$$
2$2025-01-15$European Single Market and industrial policy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Valentina Schaumburger$$
3$2025-01-15$- Priorities of Commissioner's mandate - Presentation of the upcoming Eurochambres strategy (4S: Simplification, Scale, Security, Skills) - Simplification$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Ekaterina Zaharieva$$
4$2024-04-08$- EU's support to Ukraine - Business environment in Latvia, administrative burden - EU-China relations$Riga$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Valdis DOMBROVSKIS$commissioner AN ECONOMY THAT WORKS FOR PEOPLE, AND COMMISSIONER FOR TRADE$commissario
5$2024-03-19$2040 target plan$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Wopke HOEKSTRA$commissioner CLIMATE ACTION POLICY$commissario
6$2024-01-11$Panelist at Eurochambres launch event: "Report on Single Market Obstacles and Solutions 2024"$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$kerstin jorna$DG GROW — Direzione generale del Mercato interno, dell’industria, dell’imprenditoria e delle PMI$direttore generale
7$2023-07-11$MFF revision$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Martina Krobath$$
8$2023-05-04$Corporate sustainability, due diligence, consumer law and better regulation$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Věra Jourová$$
9$2023-05-04$Electricity market design, European Hydrogen Bank, Net-Zero Industry Act.$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Kadri Simson$$
10$2022-12-19$The European Partnership for Integration to support the labour market integration of third-country nationals and people fleeing Russia's war of aggression against Ukraine.$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Nicolas Schmit$$
11$2022-06-02$Single Market$Online$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Pierre-Arnaud Proux$$
12$2022-06-02$Single Market$Online$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Pierre-Arnaud Proux$$
13$2022-03-29$Situation in Ukraine and Ukrainian refugees, importance of skills for integration of refugees into the labour market.$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Antoine Kasel$$
14$2022-02-18$Discuss future implication of Eurochambres to upcoming proposals /policies and encourage their input$online$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$kerstin jorna$DG GROW — Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs$direttore generale
15$2022-02-09$Trade Policy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$sabine weyand$DG TRADE — Directorate-General for Trade$direttore generale
16$2021-11-18$Sustainable corporate governance$Videoconference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Agnieszka Skonieczna$$
17$2021-07-12$Fit for 55$Brussels - videoconference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$frans timmermans$EUROPEAN GREEN DEAL, AND COMMISSIONER FOR CLIMATE ACTION POLICY$commissario
18$2021-05-04$Exchange on the upcoming update of the Industrial Strategy and its SMEs dimension$Videoconference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Thierry BRETON$INTERNAL MARKET$commissario
19$2021-04-22$Capital Markets Union Sustainable Finance Post Covid Recovery$Video Conferencing$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Mairead MCGUINNESS$FINANCIAL SERVICES, FINANCIAL STABILITY AND CAPITAL MARKETS UNION$commissario
20$2021-04-21$Speech on sustainable food systems$Brussels - video conference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Lukas Visek$$
21$2021-04-14$Education skills$Videoconference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$mariya gabriel$INNOVATION, RESEARCH, CULTURE, EDUCATION AND YOUTH$commissario
22$2021-03-09$environment and sustainability agenda of the European Commission$Video meeting$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$florika fink-hooijer$DG ENV — Directorate-General for Environment$direttore generale
23$2020-11-04$EU's industry strategyand Single Market Enforcement Action Plan.$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$kerstin jorna$DG GROW — Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs$direttore generale
24$2020-09-29$Recovery and Resilience Facility$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Celine Gauer$$
25$2020-06-09$Videoconference on skills, Vocational Education and Training (VET) and SURE.$Videoconference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Christoph Nerlich$$
26$2020-06-09$Enhancing cooperation with the Western Balkans and Eastern Partnership countries.$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$oliver varhelyi$NEIGHBOURHOOD AND ENLARGEMENT$commissario
27$2020-05-28$COVID-19 relief measures$video-conferencing$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Andrea Beltramello$$
28$2020-05-05$Migrants’ challenges in the current COVID-19 crisis and their contribution to economic recovery$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$ylva johansson$HOME AFFAIRS$commissario
29$2020-05-05$Impact of Covid19 on SMEs sector and in commercial ties EU/USA$Videoconference$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Paolo GENTILONI$ECONOMY$commissario
30$2020-03-06$Industrial Strategy, SMEs strategy, Social Dialogue and Pillar of Social Rights, European Semester$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$ruth paserman$$
31$2020-03-03$Consultations on the New Pact on Migrations$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Raul Hernandez Sagrera$$
32$2020-02-25$Global Intelligence Strategy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$sabine weyand$DG TRADE — Directorate-General for Trade$direttore generale
33$2020-02-20$Circular Economy Actionplan, Decarbonisation of industry, Climate law.$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Marius Vaščega$$
34$2020-02-07$Green Deal$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Hugo Monteiro Brilhante Sobral$$
35$2019-04-10$education, youth, Erasmus+$Brussels, BERL$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Christine Mai$$
36$2019-04-09$Priorities of the next European Commission SM+ discussion on remaining obstacles on free movement if services$BREY 14/069$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$timo pesonen$DG GROW — Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs$direttore generale
37$2019-04-08$Meeting With Dir. A. Abruzzini - Exchange about circular migration and education$Rue de la Loi 41$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$stefano manservisi$$
38$2019-03-06$Current trade issues, skills & Erasmus+$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$jyrki katainen$JOBS, GROWTH, INVESTMENT AND COMPETITIVENESS$commissario
39$2018-12-06$State of play of EU trade policy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$cecilia malmstrom$Trade$commissario
40$2018-10-10$Meeting with the Task Force for the Preparation and Conduct of the Negotiations with the United Kingdom under Article 50 TEU$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Michel Barnier$$
41$2018-06-28$Declaration of Entrepreneurial Rights$Bruxelles$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$tibor navracsics$Education, Culture, Youth and Sport$commissario
42$2018-06-22$Discussion on the Eurochambres' declaration of Entrepreneurial Rights$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Maria Luisa Llano Cardenal$$
43$2018-06-22$Declaration of Entrepreneurial Rights$BERl$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$ruth paserman$$
44$2018-05-23$Future of Europe and EU trade policy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$jyrki katainen$Jobs, Growth, Investment and Competitiveness$commissario
45$2018-04-16$SMEs and MFF$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Risto Artjoki$$
46$2018-01-19$TVET programme in Sub- Saharan Africa$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$stefano manservisi$DG DEVCO — DIRECTORATE-GENERAL FOR INTERNATIONAL COOPERATION AND DEVELOPMENT$direttore generale
47$2017-12-05$Multiannual FinancialFramework$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Grzegorz Radziejewski$$
48$2017-11-08$Discussion on the initiative on the integration of refugees in the European labour market$Brussels, BERL$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Helena Braun$$
49$2017-03-09$EU-Singapore FTA$Singapore$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$cecilia malmstrom$Trade$commissario
50$2017-03-09$'Solid Internal Market' paper$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Jocelyn Fajardo$$
51$2017-03-09$Posting of Workers$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$inge bernaerts$$
52$2017-02-01$European Solidarity Corps$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Pauline Rouch$$
53$2017-01-24$Prep. Discussion with Social Partners (2nd European Dialogue on Skills and Migration)$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Alfred Matthias Ruete$$
54$2016-12-13$Skills Agenda$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Julie Fionda$$
55$2016-06-30$Involvement of private sector in the implementation of the 2030 Agenda$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Paolo Berizzi$$
56$2016-05-23$Erasmus for young Erasmus for Young Entrepreneurs MEP Ambassadors Network launch event$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Jakub Cebula$$
57$2016-04-04$Discussion on the EUROCHAMBRES ERIAS Action Plan$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Alfred Matthias Ruete$$
58$2016-03-16$Discussion focused on the cooperation with EuroChambres on issues like skills and work- based learning and the role of the Chambres in structural reforms at national level. EuroChambres presented its initiative on a$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Valdis DOMBROVSKIS$Euro and Social Dialogue$commissario
59$2016-02-10$Current issues$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Tomasz Husak$$
60$2015-12-14$EBTC and Circular Economy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$daniel calleja crespo$DG GROW — DIRECTORATE-GENERAL FOR INTERNAL MARKET, INDUSTRY, ENTREPRENEURSHIP AND SMES$direttore generale
61$2015-11-12$Skills, Apprenticeships$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Julie Fionda$$
62$2015-10-02$European Economic Diplomacy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Edward Bannerman$$
63$2015-09-16$Transposition of the EED among other general energy policy issues$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$yvon slingenberg$$
64$2015-07-28$Economic Diplomacy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Edward Bannerman$$
65$2015-06-30$Economic diplomacy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$stefano manservisi$$
66$2015-05-28$Skills forecasting$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Julie Fionda$$
67$2015-04-08$The future of SBA, SME policy & test, Enterprise Europe Network & Easme, Internationalisation, Comp Council$Berlaymont, Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Rolf Carsten Bermig$$
68$2015-03-19$Investment Package and SMEs$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$jyrki katainen$Jobs, Growth, Investment and Competitiveness$commissario
69$2015-03-18$Better regulation and TTIP$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$frans timmermans$Better Regulation, Interinstitutional Relations, the Rule of Law and the Charter of Fundamental Rights$commissario
70$2015-03-18$Energy Union, general EU issues$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Maroš Šefčovič$$
71$2015-03-18$Better regulation and TTIP$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$frans timmermans$Better Regulation, Interinstitutional Relations, the Rule of Law and the Charter of Fundamental Rights$commissario
72$2015-03-18$Civil law and consumer protection files$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Simona Constantin$$
73$2015-03-18$Discussion on long-term priorities$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Věra Jourová$$
74$2015-02-18$Skills$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Patricia Reilly$$
75$2015-02-11$Green Economy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Aurore Maillet$$
76$2015-02-05$TTIP and SME's, European Economic Diplomacy$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Jon Nyman$$
77$2015-02-05$Presentation of civil justice priorities$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Simona Constantin$$
78$2015-02-05$Digital Single Market, e- commerce, eIDAS regulation, eGovernment$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$andrus ansip$Digital Single Market$commissario
79$2015-02-05$Eurochambres meeting: 'Skills and Apprenticeships'$Berl 10/411$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$marianne thyssen$Employment, Social Affairs, Skills and Labour Mobility$commissario
80$2015-02-05$Priorities for Commissioner Bieńkowska's term$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Elżbieta Bieńkowska$$
81$2015-02-02$Speech at Business Alliance for TTIP's Welcome Reception$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$cecilia malmstrom$Trade$commissario
82$2015-01-09$Exchange of views on current topics$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$Jakub Cebula$$
83$2014-12-08$SME Policy$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$daniel calleja crespo$DG ENTERPRISE AND INDUSTRY$direttore generale
84$2014-12-04$Education$Brussels, Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$tibor navracsics$$
85$2014-12-04$Financial and capital markets policy$Brussels - Belgium$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$jonathan hill$$
86$2014-11-21$Economic development issues$Brussels$0014082722-83$EUROCHAMBRES – Association of European Chambers of Commerce and Industry$hanna jahns$$
1$2025-02-13$Exchange of views on increasing the competitiveness of EU plastic recycling industry$Videoconference$00162715418-92$Plastics Recyclers Europe$Aurel-Viorel Ciobanu Dordea$$
2$2025-01-30$Discuss an industry call for Safeguarding the Competitiveness of the European Plastic Value Chain$Brussels, DG COMP$00162715418-92$Plastics Recyclers Europe$Michele Piergiovanni$$
3$2020-07-22$To discuss Circular Economy Action Plan, in particular issues and future initiatives related to plastic recycling.$Virtual$00162715418-92$Plastics Recyclers Europe$virginijus sinkevicius$ENVIRONMENT, OCEANS AND FISHERIES$commissario
4$2015-02-25$Introductory meeting$Brussels$00162715418-92$Plastics Recyclers Europe$Rolf Carsten Bermig$$
5$2015-02-25$Circular Economy$Brussels$00162715418-92$Plastics Recyclers Europe$Heidi Jern$$
6$2015-02-25$Circular Economy$Brussels$00162715418-92$Plastics Recyclers Europe$Aurore Maillet$$
7$2015-02-25$Circular Economy$BERL 10/286$00162715418-92$Plastics Recyclers Europe$Sarah Nelen$$
8$2015-02-25$Circular Economy package$BERL$00162715418-92$Plastics Recyclers Europe$Rolf Carsten Bermig$$
9$2015-02-24$Meeting with Antonino Furfari - Plastics recyclers Europe on Circular Economy Plastics Recycling$Bruxelles$00162715418-92$Plastics Recyclers Europe$Karl-Friedrich Falkenberg$$
10$2015-01-12$Circular Economy$Brussels$00162715418-92$Plastics Recyclers Europe$Aurore Maillet$$
1$2025-02-05$Exchange of views on the Recovery and Resilience Facility and its impact.$Brussels$001866415031-87$HSBC Holdings PLC$$$
2$2025-01-14$Conversation about ASEAN Power Grid & Energy Transition in South- East Asia.$Brussels$001866415031-87$HSBC Holdings PLC$peteris ustubs$$
3$2024-06-05$CMU Agenda$Brussels$001866415031-87$HSBC Holdings PLC$john berrigan$DG FISMA — Direzione generale della Stabilità finanziaria, dei servizi finanziari e dell’Unione dei mercati dei capitali$direttore generale
4$2024-02-22$financing renewable energy$online$001866415031-87$HSBC Holdings PLC$Gert-Jan Koopman$$
5$2023-12-04$Telecom policy and investments$Brussels + Videoconference$001866415031-87$HSBC Holdings PLC$Thierry BRETON$commissioner INTERNAL MARKET$commissario
